RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
10.75341010093689,-0.72962389904039,27.137962818145752,-0.611691594578651,10.856330633163452,-0.0,-1.2087092456273374
16.180793523788452,-1.201262548535164,42.3964307308197,-1.0310788398451307,5.632887601852417,-0.0,-1.2560507162065968
21.70578122138977,-0.9449232922064729,26.57822036743164,-0.8417784265100461,5.633270502090454,-0.0,-1.4002023881201262
16.130172729492188,-0.5453405849259205,27.136472463607788,-0.7454507575563403,10.856145143508911,-0.0,-1.0917049198420512
15.874331951141357,-0.27110594793728715,42.60114598274231,-1.1418457146497378,15.975441694259644,-0.0,-1.3565449117840864
21.30030059814453,-0.9530000250974764,16.17981195449829,-1.5202906897940616,16.180432319641113,-0.0,-1.5336852242884305
16.282800674438477,-0.11441106073749317,32.15566539764404,-0.9460142328344253,16.0788471698761,-0.0,-1.1559143778329812
26.62494969367981,-0.637415745368689,26.770525217056274,-0.8181792162661762,16.28321671485901,-0.0,-1.0146691319223757
21.300193548202515,-0.305823826473373,27.03229784965515,-0.48441676586008503,10.854777574539185,-0.0,-0.9076543199604511
21.914310455322266,-1.0158403660698547,31.525073766708374,-0.9018020706663714,5.6328284740448,-0.0,-1.4483948502266482
