RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
73.59091854095459,-2.9188791155928677,169.3074905872345,-3.0995277985590297,10.753520965576172,-0.0,-4.146904423901448
69.0230884552002,-1.239557012851264,95.03326845169067,-2.4113129424688684,5.530230283737183,-0.0,-4.073692324904209
69.32907056808472,-2.89508772373458,159.2393879890442,-3.5405175127202133,16.385578870773315,-0.0,-4.248449378644601
63.287230491638184,-1.6819510647005254,163.23133969306946,-2.899289558903655,15.975054264068604,-0.0,-3.891247933603567
63.49044632911682,-2.3823570327470547,163.63963747024536,-3.5111248205211862,11.469755411148071,-0.0,-4.226756016838705
68.78294324874878,-2.4830780127925207,153.4010133743286,-3.3969811090272346,10.958239316940308,-0.0,-4.099728690065527
68.91725158691406,-1.7299725950544524,164.86717653274536,-2.859952884396256,10.74600338935852,-0.0,-3.815156316532847
68.60948014259338,-2.006253443438076,159.74623584747314,-3.514469567683219,14.234721899032593,-0.0,-4.280064087789053
68.91744327545166,-2.6828171092586937,164.24792861938477,-3.2642152691377038,16.037572145462036,-0.0,-4.382314844495509
79.66713213920593,-2.349935911808068,153.7003664970398,-3.1264056229571646,15.976887464523315,-0.0,-4.102511736258107
