RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
21.402719259262085,-0.415612199384538,31.84693741798401,-0.47871691355674195,5.593670606613159,-0.0,-0.5488135039273248
16.077929973602295,-0.42103393531372846,26.618326663970947,-0.4548261933179416,5.785682439804077,-0.0,-0.7151893663724195
16.278204441070557,-0.1743058146218522,21.300395727157593,-0.6027633042166458,10.933237075805664,-0.0,-0.6027633760716439
16.385427713394165,-0.4113693261945125,26.42110776901245,-0.44813531188274874,5.63275933265686,-0.0,-0.5448831829968969
10.852911233901978,-0.374172459870838,26.52276873588562,-0.4179999366792835,5.837587833404541,-0.0,-0.4236547993389047
15.874016761779785,-0.5039482639944928,26.72787618637085,-0.4964778765325751,11.059489727020264,-0.0,-0.6458941130666561
16.272789001464844,-0.32468564812844203,26.625351428985596,-0.4347947534633527,5.490292072296143,-0.0,-0.4375872112626925
16.121580839157104,-0.055708591149186006,21.607847452163696,-0.891768509273576,10.866508960723877,-0.0,-0.8917730007820798
16.079057931900024,-0.5005883480103764,26.625366926193237,-0.6847624774363977,5.633558750152588,-0.0,-0.9636627605010293
16.077915906906128,-0.3834409588804286,27.85456347465515,-0.27549171336493633,6.452091932296753,-0.0,-0.3834415188257777
