RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
21.156541109085083,-0.744036329074123,52.63433766365051,-0.9350147226250243,5.836872816085815,-0.0,-1.2087092456273374
32.054213762283325,-0.9896485577160532,42.41267991065979,-1.2482722996289826,16.44427251815796,-0.0,-1.2560507162065968
27.239376544952393,-1.1648880598786697,47.82209253311157,-1.3443532217360927,5.631857872009277,-0.0,-1.4002023881201262
26.52265453338623,-0.38617481851678087,36.863919258117676,-0.6927683815336474,16.28181481361389,-0.0,-1.0917049198420512
21.30123257637024,-0.776696699085176,31.94968867301941,-0.673043815583,15.89479947090149,-0.0,-1.3565449117840864
21.708171844482422,-1.0763051370327843,42.12858271598816,-0.8618946806617591,5.632927417755127,-0.0,-1.5336852242884305
21.360121965408325,-0.5326593678962014,42.35061192512512,-0.8422021261203382,5.633795976638794,-0.0,-1.1559143778329812
26.332942008972168,-0.47249004116034116,42.19105339050293,-0.9745312143407281,11.061862468719482,-0.0,-1.0146691319223757
21.28783679008484,-0.8183568782718068,43.21516823768616,-0.8015455406524119,11.265781879425049,-0.0,-0.9076543199604511
21.50505566596985,-1.0496536121548017,48.128042221069336,-0.7754999964987171,5.633272886276245,-0.0,-1.4483948502266482
