RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
43.21234464645386,-1.9764238942419496,93.28350853919983,-1.7908295341126488,11.73012089729309,-0.0,-2.3244435317173626
48.94555044174194,-0.940379710680829,97.1758360862732,-1.9095678488352865,5.939289331436157,-0.0,-2.4737302834428587
54.47627282142639,-1.7108141063024056,97.79065728187561,-1.621927026528812,22.32663321495056,-0.0,-2.0219363496052436
44.34115982055664,-1.24447266775846,98.70810008049011,-0.961713271585259,17.101731777191162,-0.0,-1.5818481082272702
49.57748460769653,-1.4353676793879877,109.11725497245789,-1.4764175936505153,11.674702167510986,-0.0,-2.083470937143418
38.40086364746094,-1.3454930669537848,97.48519444465637,-1.5736444431670085,6.3493123054504395,-0.0,-1.8128694410402169
38.36459493637085,-1.4605854885868215,103.80622887611389,-1.6288739822699891,6.347390413284302,-0.0,-2.221471499714447
43.72791790962219,-2.0550355081862266,98.79219841957092,-2.0139430522982775,5.941002607345581,-0.0,-2.485220977881464
54.68241333961487,-1.1069456837188043,87.79812455177307,-1.6627759732302616,11.67595648765564,-0.0,-2.178717446311879
43.41983962059021,-1.4702787228152652,99.94341659545898,-2.123574338699935,11.21548342704773,-0.0,-2.4309287525335614
