RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
162.41774821281433,-2.6079713662932402,268.4951891899109,-3.0363407322310154,16.119969367980957,-0.0,-4.146904423901448
173.2255597114563,-3.296109673825687,262.6699342727661,-3.4914204404627096,11.036136865615845,-0.0,-4.073692324904209
163.07558155059814,-2.662990946454501,267.888019323349,-3.31577583454338,10.722816944122314,-0.0,-4.248449378644601
163.0271155834198,-1.635621217075934,268.8082525730133,-2.5452919670604603,10.958182334899902,-0.0,-3.891247933603567
157.59761595726013,-3.117952607571131,268.7040259838104,-3.4712653413985572,10.75281548500061,-0.0,-4.226756016838705
111.20946717262268,-1.7168971710909906,279.9585838317871,-2.662194398465728,11.059698343276978,-0.0,-4.099728690065527
132.00225496292114,-2.4197464663639745,276.27859687805176,-3.251756809996649,11.367258071899414,-0.0,-3.815156316532847
163.9891288280487,-2.893982661666203,207.01421880722046,-3.227308004816984,15.975713014602661,-0.0,-4.280064087789053
159.07586431503296,-3.337038983006562,270.74586272239685,-3.460632124969908,11.36665678024292,-0.0,-4.382314844495509
175.10653233528137,-1.93764781098847,264.5451946258545,-2.782779577280841,16.38499879837036,-0.0,-4.102511736258107
