PQC,AVG-RUNTIME,MAE,RMSE,NRMSE
RealAmplitudes,69.09442925453186,1.5073809931362123,1.5420233656729467,2.718857761360265
EfficientSU2,153.99452259540558,1.15573705200342,1.2273850323489353,2.1640951723990263
PauliTwoDesign,60.20725452899933,1.7295699182191406,1.788315911218972,3.153114734328217
ExcitationPreserving,10.541681694984437,4.126682575303358,4.129961405125337,7.281846611671201
