RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,PauliTwoDesign-RT,PauliTwoDesign-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
10.826698303222656,-0.0,32.37527585029602,-0.25269094495660843,15.76589846611023,-0.39764974482654003,5.482157468795776,-0.0,-0.5488135039273248
20.93576431274414,-0.7142754858719261,31.38234782218933,-0.7151799667025573,21.151267051696777,-0.6761362263191021,10.824151754379272,-0.0,-0.7151893663724195
15.742653608322144,-0.3428222651943338,36.68902063369751,-0.6026920737367546,21.023954153060913,-0.6018853691649588,5.667829751968384,-0.0,-0.6027633760716439
15.743013620376587,-0.4998798884856633,32.606390714645386,-0.49993757184653714,16.017241716384888,-0.42598711772533515,5.444333553314209,-0.0,-0.5448831829968969
10.850901365280151,-0.0,31.747008800506592,-0.4220696067777456,21.13243794441223,-0.42326795462953687,5.44295597076416,-0.0,-0.4236547993389047
11.16629695892334,-0.014271507209005677,26.013806104660034,-0.6438577119457997,10.983574867248535,-0.10356782057928135,5.505423545837402,-0.0,-0.6458941130666561
15.802289724349976,-0.0,20.94926357269287,-0.1932342809538535,15.726309061050415,-0.29076381373329485,5.62325382232666,-0.0,-0.4375872112626925
21.10440945625305,-0.41518494900584857,26.045006036758423,-0.7004632213609744,20.946324586868286,-0.8882834291793892,6.16133713722229,-0.0,-0.8917730007820798
15.769521713256836,-0.4178089390934663,31.227254390716553,-0.9633520815170904,26.588369846343994,-0.9369910348348902,10.643444776535034,-0.0,-0.9636627605010293
16.148290872573853,-0.381283015052731,20.856261014938354,-0.3476052139552941,21.215898275375366,-0.3503326428240696,5.6248791217803955,-0.0,-0.3834415188257777
