PQC,AVG-RUNTIME,MAE,RMSE,NRMSE
RealAmplitudes,71.33821532726287,3.8896785567130805,4.006469314908732,7.039292232441974
EfficientSU2,175.1048283100128,2.7315648508134336,2.8347280829778456,4.980564633638195
PauliTwoDesign,74.23957357406616,3.3549806666164783,3.544229238051897,6.227144995862971
ExcitationPreserving,12.55563943386078,8.226734893871505,8.228767280241875,14.457791398234841
