PQC,AVG-RUNTIME,NRMSE
RealAmplitudes,15.301640057563782,0.19974216491350014
EfficientSU2,19.674424266815187,0.17064074798107476
PauliTwoDesign,15.960395002365113,0.14677248197650722
ExcitationPreserving,9.154864811897278,0.6428056489739924
