EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
344.90177369117737,-6.056018928485459,-8.081317547014788
335.62589859962463,-5.70266199043616,-8.084231205105816
344.92737674713135,-6.0568241528689155,-8.038857933466682
337.42547273635864,-5.6848592594262355,-8.100965101159442
359.0824637413025,-6.601635429603946,-8.397341606185503
349.1870367527008,-6.40565185342808,-8.608015908815982
341.98003363609314,-5.993564612506695,-8.181306139713191
341.2498104572296,-5.953178548358557,-8.117623249036722
344.9819293022156,-6.193379958900671,-8.45645018013885
348.5934615135193,-6.496460235187953,-8.20124006807809
