EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
406.0084984302521,-6.564106391321563,-8.081317547014788
248.46288228034973,-5.760110813861828,-8.084231205105816
423.6744637489319,-6.301282112930894,-8.038857933466682
74.75072956085205,-6.349793979230856,-8.100965101159442
419.3231542110443,-6.380341990636859,-8.397341606185503
408.650319814682,-6.038818820650314,-8.608015908815982
420.42742443084717,-6.33492193713391,-8.181306139713191
406.8032066822052,-6.299046379377813,-8.117623249036722
416.75833773612976,-6.237090259507065,-8.45645018013885
394.80242681503296,-5.215117306742706,-8.20124006807809
