EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
184.72230982780457,-1.9449291746468484,-2.3244435317173626
187.38987469673157,-1.661014718176752,-2.4737302834428587
188.7966947555542,-1.4348000246987447,-2.0219363496052436
198.9102339744568,-0.9969097609871279,-1.5818481082272702
191.74716329574585,-1.723408926756049,-2.083470937143418
187.5176887512207,-1.5275582224362363,-1.8128694410402169
189.18703198432922,-1.9840731784891918,-2.221471499714447
197.26285409927368,-1.3948959372194332,-2.485220977881464
196.36232471466064,-1.6872118956685553,-2.178717446311879
191.49981713294983,-1.8790850581031804,-2.4309287525335614
