EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
476.11080384254456,-2.8125450063076802,-4.146904423901448
478.93046045303345,-2.725179792954031,-4.073692324904209
476.1584253311157,-2.987026602511669,-4.248449378644601
481.6659734249115,-3.0744142990319046,-3.891247933603567
481.53862166404724,-3.5798785070764296,-4.226756016838705
486.88022923469543,-3.429809482636285,-4.099728690065527
475.3600492477417,-2.9169806120145867,-3.815156316532847
96.62787318229675,-3.2621131651754,-4.280064087789053
482.7613410949707,-2.949976537996402,-4.382314844495509
497.3093135356903,-3.2852278806876356,-4.102511736258107
