EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
142.33960151672363,-0.89178401009855,-1.2087092456273374
150.8622691631317,-1.0400715924731934,-1.2560507162065968
84.88245868682861,-1.064813747213524,-1.4002023881201262
145.91771817207336,-0.7555142553617027,-1.0917049198420512
150.01219201087952,-1.1192683316847467,-1.3565449117840864
145.89368271827698,-0.7154255855350717,-1.5336852242884305
149.69796228408813,-0.6387891637270575,-1.1559143778329812
145.06859230995178,-0.9567753071282727,-1.0146691319223757
145.40910291671753,-0.7596601319647462,-0.9076543199604511
46.83458375930786,-0.9228828307251941,-1.4483948502266482
