EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
291.0740587711334,-1.8479443214764206,-2.3244435317173626
246.78553438186646,-1.8278937136013367,-2.4737302834428587
245.25154829025269,-1.7202976606735096,-2.0219363496052436
129.0222086906433,-0.9699360050038996,-1.5818481082272702
230.07817482948303,-0.969323314150061,-2.083470937143418
242.6885952949524,-1.0461057674923775,-1.8128694410402169
240.96014595031738,-2.115844654134735,-2.221471499714447
234.25520753860474,-2.1639634739369136,-2.485220977881464
238.08256316184998,-1.3267678509345993,-2.178717446311879
241.1242311000824,-1.6749500356416422,-2.4309287525335614
