EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
282.6034128665924,-5.448490138277961,-8.081317547014788
274.18319058418274,-5.071213370026258,-8.084231205105816
280.39119935035706,-4.956279361201949,-8.038857933466682
266.6754295825958,-5.55195850542653,-8.100965101159442
270.3316512107849,-4.483381047419026,-8.397341606185503
274.657173871994,-5.595285089766952,-8.608015908815982
278.27902913093567,-4.167509064785409,-8.181306139713191
288.77400755882263,-4.850720224198089,-8.117623249036722
275.41001200675964,-5.609534513879591,-8.45645018013885
158.05043506622314,-5.927291031615639,-8.20124006807809
