EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
59.90697002410889,-0.31832525361269803,-1.2087092456273374
166.71636843681335,-1.022772174808931,-1.2560507162065968
171.35494661331177,-1.1300223737418538,-1.4002023881201262
168.4663815498352,-0.335132284747951,-1.0917049198420512
174.344012260437,-1.2822941341590433,-1.3565449117840864
168.71050715446472,-1.390117705824185,-1.5336852242884305
171.79502153396606,-1.0273735034210023,-1.1559143778329812
169.20486497879028,-0.8544075027960593,-1.0146691319223757
174.1554253101349,-0.4984027346186748,-0.9076543199604511
118.03490781784058,-0.9715109607857226,-1.4483948502266482
