EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
21.66132926940918,-0.5102122290332172,-0.5488135039273248
16.741626739501953,-0.5883231548571122,-0.7151893663724195
16.78685975074768,-0.540936387867397,-0.6027633760716439
16.360603094100952,-0.5081732024128909,-0.5448831829968969
21.187625885009766,-0.33301347486897165,-0.4236547993389047
22.139745235443115,-0.6312247626461909,-0.6458941130666561
22.889776468276978,-0.4363240383789909,-0.4375872112626925
17.134424448013306,-0.8916464591523348,-0.8917730007820798
28.16098427772522,-0.9565712384890667,-0.9636627605010293
11.76347541809082,-0.3806083696826243,-0.3834415188257777
